nm_item,nm_product
"SAB PHEBO 90G, NATURELLE, .",SABONETE
"SAB PHEBO 90G, ROSAS PERF ORIG, .",SABONETE
"SAB PHEBO 90G, TOQ LAV, .",SABONETE
"SAB PHEBO MEDIT 100G, ALFZEMA, .",SABONETE
"SAB PHEBO 90G, RAIZ ORIENTE, .",SABONETE
"SAB PHEBO MEDIT 100G, LIM SICIL, .",SABONETE
ARROZ RAMPINELLI PARB LF TP1 PCT 1KG,ARROZ
ARROZ RAMPINELLI PARB LF TP1 PCT 5KG,ARROZ
ARROZ RAMPINELLI PARB PCT 2KG,ARROZ
"COOK TODDY 150G, BAUN, .",BISCOITO
"COOK TODDY 60G, ORIGINAL, .",BISCOITO
ACHOC PO TODDY SCH 700G,ACHOCOLATADO
REFRIG CONTI COLA PET 2L,REFRIGERANTE
REFRIG CONTI TAUBAIANA PET 2L,REFRIGERANTE
CERV CONTI BIER LT 350ML,CERVEJA
CERV 1500 PURO MALTE LT 350ML,CERVEJA
CERV CONTI ZERO GRAU LT 350ML,CERVEJA
"PIPOCA YOKI MICR COB 160G, CARAM, .",PIPOCA PARA MICROONDAS
AZEITE ANDORINHA EXT VIRG VD 500ML,AZEITE DE OLIVA
AZEITE GALLO EXT VIRG VD 250ML,AZEITE DE OLIVA
AZEITE GALLO RESERVA EXT VIRG VD 500ML,AZEITE DE OLIVA
AZEITE GALLO TIPO UNICO VD 500ML,AZEITE DE OLIVA
"AZEITE GALLO VD 500ML, EXT VIRGEM, .",AZEITE DE OLIVA
AZEITE GALLO EXT SUAVE LT 500ML,AZEITE DE OLIVA
MORTADELA SEARA TRAD PECA KG,MORTADELA
PEITO SEARA PERU DEFUMADO LIGHT FAT KG,PEITO DE PERU
SALSICHA SEARA RESFRIADA A GRANEL KG,SALSICHA
APRESUNTADO SEARA RETANGULAR PEC KG,APRESUNTADO
CARNE BOV COSTELA MINGA CONG KG,CARNE BOVINA
ABS SEMPRE LIVRE ESP SUAV C/ABA L8 P7 UN,ABSORVENTE
"ANTIS LISTERINE 250ML, ZERO, .",ENXAGUANTE BUCAL
"ANTIS LISTERINE L500 P350 ML, ZERO, .",ENXAGUANTE BUCAL
PORTA FILTRO MELITTA COMBINA 103 UN,OUTRO UTENSILIO DE COZINHA
LIMPA VID VEJA ALCOOL SQZ 500ML,LIMPA VIDROS
"LIMP VEJA PERFUMES 2L, LAVANDA, .",MULTIUSO
"LIMP VEJA PERFUMES 2L, F SONHO, .",MULTIUSO
"LIMP VEJA PERF L P- 1L, LAV, .",MULTIUSO
"LIMP VEJA PERF 500ML, FLORAL, .",MULTIUSO
"LIMP VEJA PERF 500ML, LAV, .",MULTIUSO
"LIMP VEJA L PESADA 1L, CLORO AT, .",MULTIUSO
"PIPOCA YOKI MICR, TOQ CHEF 100G, .",PIPOCA PARA MICROONDAS
FARELO YOKI KIMILHO FLOCAO 500G,FLOCO DE MILHO
PIPOCA YOKI PREMIUM 500G,PIPOCA PRONTA
"SOPAO KITANO 196G, FEIJAO, .",PREPARO PARA SOPA
"PIPOCA YOKI MICR 50G, POP CORN SAL, .",PIPOCA PARA MICROONDAS
DOCE YOKI PACOCA ROLHA 352G,PACOCA
DOCE YOKI PACOCA TBL 352G,PACOCA
"PIPOCA YOKI MICR, MANT CINEMA 100G, .",PIPOCA PARA MICROONDAS
"CARGA GILLETTE MACH3 2UN, REG, .",APARELHO DE BARBEAR E DEPILATORIO
"CARGA GILLETTE 4UN, REG, .",APARELHO DE BARBEAR E DEPILATORIO
CR DENT ORAL B 3D WHITE 70G,CREME DENTAL
"CHOC BATON 64G, AO LTE, .",CHOCOLATE
FIO DENT COLGATE MENTA 50M,FIO DENTAL
"ESC DENT COLG CLASSIC UN, MC, .",ESCOVA DE DENTES
"ESC DENT COLGATE TW UN, KIT L2P1, .",ESCOVA DE DENTES
"DESINF PINHO SOL 500ML, CITRUS LAV, .",DESINFETANTE
"DESINF PINHO S L500P450ML, LAV, .",DESINFETANTE
"DESINF PINHO SOL 500ML, FLORAL, .",DESINFETANTE
"DESINF PINHO SOL 500ML, ORIG, .",DESINFETANTE
"DESINF PINHO S L500P450ML, ORIG, .",DESINFETANTE
"DESINF PINHO SOL 1L, ORIG, .",DESINFETANTE
"DESINF PINHO S L1LP900ML, ORIG, .",DESINFETANTE
"DESINF PINHO SOL 500ML, LEMON, .",DESINFETANTE
CHA DR OETKER CAMOMILA 10G,CHA POR INFUSAO
CHA DR OETKER CIDREIRA CX 10G,CHA POR INFUSAO
FERMENTO QUIM DR OETKER PO PT 100G,FERMENTO
FERMENTO BIO DR OETKER INSTANT PCT 10G,FERMENTO
"AROMA DR OETKER 30ML, BAUN, .",OUTRO CONDIMENTO
CHANTI - NEVE DR OETKER 50G,OUTRO LATICINIO REFRIGEIRADO
"AMAC COMFORT CONC 500ML, INT C ESSEN, .",AMACIANTE
"SH CLEAR 400ML, ICE COOL MENTHOL, .",SHAMPOO
"SH CLEAR 400ML, QUEDA CONTR, .",SHAMPOO
"AMAC FOFO CONC CHEIR FC 500ML, TRAD, .",AMACIANTE
"BAR CER NUTRY 20G, TRUFA, .",BARRA ALIMENTAR
"BAR CER NUTRY 3X20G, TRUFA, .",BARRA ALIMENTAR
"BAR CER NUTRY REG 22G, AVELA/CHOC, .",BARRA ALIMENTAR
"BAR CER NUTRY REG 22G, AVELA/BAN/MEL, .",BARRA ALIMENTAR
"BAR CER NUTRY REG 22G, MGO/CHOC, .",BARRA ALIMENTAR
"BAR CER NUTRY REG 66G, AVELA/CHOC, .",BARRA ALIMENTAR
"BAR CER NUTRY REG 66G, AVEI/BAN/MEL, .",BARRA ALIMENTAR
"BAR CER NUTRY REG 66G, MGO/CHOC, .",BARRA ALIMENTAR
"AVEIA NUTRIMENTAL 170G, FLOCOS, .",AVEIA E SEUS DERIVADOS
"AVEIA NUTRIMENTAL 170G, FLOC FIN, .",AVEIA E SEUS DERIVADOS
"BAR FRUTA NUTRY 20G, MGO/CHOC, .",BARRA ALIMENTAR
BAR FRUTA NUTRY COCO/CHOCO 19G,BARRA ALIMENTAR
"BAR CER NUTRY REG 66G, COCO/CHOC, .",BARRA ALIMENTAR
"BAR CER NUTRY REG 66G, FRT VERM, .",BARRA ALIMENTAR
"BAR CER NUTRY REG 66G, CAJU/CHOC, .",BARRA ALIMENTAR
ADOC LIQ ADOCYL SACARINA FC 200ML,ADOCANTE
ADOC LIQ ADOCYL SACARINA FC 100ML,ADOCANTE
OLEO SOYA SOJA PET 900ML,OLEO VEGETAL
"OLEO SALADA PET 900ML, GIRASSOL, .",OLEO VEGETAL
OLEO SALADA CANOLA PET 900ML,OLEO VEGETAL
"OLEO SALADA PET 900ML, MILHO, .",OLEO VEGETAL
PRESUNTO SEARA MAGRO FAT KG,PRESUNTO
KIT ORAL B ESC DENT CLASSIC L3P2UN,ESCOVA DE DENTES
"AP BARB PRESTO3 L4P3UN, REGULAR, .",APARELHO DE BARBEAR E DEPILATORIO
"AP BARB PRESTO3 L4P3UN, FEMININO, .",APARELHO DE BARBEAR E DEPILATORIO
"SH H SHOULD 200ML, MENTHOL, .",SHAMPOO
"DESOD AER REXONA 150ML, V8, .",DESODORANTE
"DESOD AER REXONA 150ML, XTRACOOL, .",DESODORANTE
"DESOD AER REXONA 150ML, ACTVE, .",DESODORANTE
"DESOD AER REXONA 150ML, INVISIBL , .",DESODORANTE
"DESOD AER REXONA 150ML, ANTIBAC, .",DESODORANTE
"CAFE SOL NESCAFE VD 100G, ORIG, .",CAFE
"CAFE SOL NESCAFE VD 200G, ORIG, .",CAFE
"CAFE SOL NESCAFE VD 200G, TRADICAO, .",CAFE
"CAFE SOL NESCAFE SCH 50G, ORIG, .",CAFE
"CAFE SOL NESCAFE SCH 50G, MATINAL, .",CAFE
"CAFE SOL NESCAFE VD 100G, MATINAL, .",CAFE
"CAFE SOL NESCAFE VD 200G, MATINAL, .",CAFE
"IOG NESTLE BDJ 150G, BICAMADA MGO, .",IOGURTE
CER MAT NESTLE SNOW FLAKES CX 620G,CEREAL MATINAL
ALIM ACHOC NESCAU PRONT UHT TP 200ML,ACHOCOLATADO
ALIM ACHOC NESQUIK UHT MORANGO TP 200ML,ACHOCOLATADO
CHOC NESTLE SENSACAO MGO TBL 38G,CHOCOLATE
CHOC NESTLE MOCA BR 38G,CHOCOLATE
"LAV ROUP LIQ OLA 500ML, ORIG, .",LAVA ROUPAS
"LAV ROUP LIQ OLA 500ML, BEBE, .",LAVA ROUPAS
"LAVA ROUP LIQ OLA 1L, ORIG, .",LAVA ROUPAS
"LAVA ROUP LIQ OLA 1L, BEBE, .",LAVA ROUPAS
"ANTIS COLG PLAX L500P350ML, FR MINT, .",ENXAGUANTE BUCAL
"ANTIS COLG PLAX L500P350ML, CLASSIC, .",ENXAGUANTE BUCAL
"CR DENT COLG TRIPLA AC 90G, ORIG, .",CREME DENTAL
"CR DENT COLG TRIPLA AC 90G, HORTELA, .",CREME DENTAL
"IOG VIGOR GREG 100G, TRAD, .",IOGURTE
"IOG VIGOR GREG 100G, FTS VERM, .",IOGURTE
"IOG VIGOR GREG 100G, FTS AMARELA, .",IOGURTE
"IOG VIGOR GREG 100G, MGO ZERO, .",IOGURTE
"IOG VIGOR GREG 100G, TRAD ZERO, .",IOGURTE
FONDUE VIGOR QUEIJO GRUYERE 400G,IOGURTE
"IOG VIGOR 165G, MIX COLORBALL WHITE, .",IOGURTE
"IOG VIGOR GREG 100G, MGO/BAUN, .",IOGURTE
"IOG VIGOR GREG 100G, FLOCOS, .",IOGURTE
"SUCO VIGOR 200ML, MAC, .",SUCO PRONTO
"SUCO VIGOR 200ML, MARAC, .",SUCO PRONTO
"SUCO VIGOR 200ML, UVA, .",SUCO PRONTO
"REQ VIGOR CREMOSO 200G, LIGHT, .",REQUEIJAO
"REQ VIGOR CREMOSO 200G, TRAD, .",REQUEIJAO
"IOG VIGOR 170G, INTEG LJA/CEN/MEL, .",IOGURTE
"DESOD R DOVE 50ML, INVIS MASC, .",DESODORANTE
"DESOD R REXONA 50ML, ANTIBAC, .",DESODORANTE
AGUA COCO KERO COCO TP1L,AGUA DE COCO
AGUA COCO KERO COCO TP 330ML,AGUA DE COCO
OLEO COCAMAR SOJA PET 900ML,OLEO VEGETAL
OLEO SUAVIT CANOLA 900ML,OLEO VEGETAL
"OLEO SUAVIT 900ML, MILHO, .",OLEO VEGETAL
OLEO SUAVIT GIRASSOL 900ML,OLEO VEGETAL
OLEO COMP SUAVIT LT 200ML,OLEO VEGETAL
ALCOOL COCAMAR LIQ 46 INPM 1L,ALCOOL
MAIONESE SUAVIT TRADICIONAL PT 500G,MAIONESE
"CATCHUP SUAVIT 400G, TRAD, .",KETCHUP
"CATCHUP SUAVIT 400G, PICANT, .",KETCHUP
MOSTARDA SUAVIT FC 190G,MOSTARDA
"SUCO PURITY NECTAR 1L, LJA/TANG, .",SUCO PRONTO
"SUCO PURITY NECTAR 200ML, LJA/TANG, .",SUCO PRONTO
"SUCO PURITY NECTAR 1L, PESS, .",SUCO PRONTO
"SUCO PURITY NECTAR 200ML, PESS/MAC, .",SUCO PRONTO
"SUCO PURITY NECTAR 1L, MANGA, .",SUCO PRONTO
"SUCO PURITY NECTAR 1L, UVA, .",SUCO PRONTO
"SUCO PURITY NECTAR 200ML, UVA/MAC, .",SUCO PRONTO
"SUCO PURITY NECTAR 1L, GOIABA, .",SUCO PRONTO
"SH ELSEVE 400ML, REP TOTAL, .",SHAMPOO
"BATATA ELMA CH SENSAC 45G, PEITO PERU, .",APERITIVO
"SALG ELMA CH CHEETOS, 45G QJO LUA, .",APERITIVO
"BATATA ELMA CH SENSAC 45G, FRANGO, .",APERITIVO
"CER MAT SUPERBOM 200G, SUPER BALLS, .",CEREAL MATINAL
POLENTINA QUAKER PCT 500G,POLENTA
MILHARINA QUAKER PCT 500G,FARINHA DE MILHO
ACHOC PO TODDY LIGHT PT 380G,ACHOCOLATADO
ACHOC PO TODDY ORIGINAL PT 200G,ACHOCOLATADO
"ACHOC PO TODDY PT 400G, ORIG, .",ACHOCOLATADO
"ACHOC PO TODDY, PT 800G ORIGIN, .",ACHOCOLATADO
"ACHOC PO TODDY ECONOMICA, 2KG, .",ACHOCOLATADO
"ALIM ACHOC TODDYNHO 200ML, CHOC, .",BEBIDA LACTEA
AGUA COCO DUCOCO TP1L,AGUA DE COCO
"CAFE ALVORADA 500G, ALMOF TRAD, .",CAFE
"CAFE ALVORADA 500G, ALMOF EXT FORTE, .",CAFE
"CAFE ALVORADA 500G, EXT FORTE VAC, .",CAFE
"CAFE ALVORADA 500G, TRAD VAC, .",CAFE
"CAFE DAMASCO 500G, CLASSIC ALMOF, .",CAFE
"CAFE DAMASCO 500G, CLASSIC VAC, .",CAFE
"REFRIG ANTARCTICA 237ML, GUARANA, .",REFRIGERANTE
"BOLINHO YOKI CHUVA 250G, TRAD, .",PADARIA E CONFEITARIA INDUSTRIALIZADO
AMENDOIM YOKI DSCASCADO SALG PCT 150G,AMENDOIM
"AMENDOIM YOKI 150G, JAPONES, .",AMENDOIM
"PIPOCA YOKI MICR, C/SAL 100G, .",PIPOCA PARA MICROONDAS
PIPOCA YOKI TRADICIONAL 500G,PIPOCA PRONTA
"CR KITANO CEBOLA 65G, CEBOLA, .",PREPARO PARA SOPA
"SOPAO KITANO 196G, GAL, .",PREPARO PARA SOPA
"SOPAO KITANO 196G, CARNE, .",PREPARO PARA SOPA
AMENDOIM YOKI JAPONES PCT 500G,AMENDOIM
ESC DENT ORAL B LIMPEZA BRILHANTE 1 UN,ESCOVA DE DENTES
"CHOC MILKA, ALPINE MILK 100G, .",CHOCOLATE
SALSICHA SEARA RESFRIADA PCT 3KG,SALSICHA
CARNE SUIN RECORTE COSTELA KG,CARNE SUINA
BACON SEARA MANTA DEF PECA KG,CARNE SUINA
CERV HOEGARDEN WHITE GF 330ML,CERVEJA
AZEITE ANDORINHA SELECAO 500ML,AZEITE DE OLIVA
"RACAO FRISK 1KG, PEIXE FR DO MAR, .",ALIMENTO PET
"RACAO FRISK 1KG, MIX C SEL SABOR, .",ALIMENTO PET
CER MAT NESTLE CRUNCH CX 330G,CEREAL MATINAL
"LIMP VEJA M USO 500ML, BIO ALCOOL, .",MULTIUSO
TIRA LIMO VEJA X-14 CLORO ATIV SQZ 500ML,MULTIUSO
"LIMP VEJA M USO 500ML, FLORAL, .",MULTIUSO
"LIMP VEJA M USO 500ML, ORIG, .",MULTIUSO
"LIMP VEJA M USO 500ML, LAV, .",MULTIUSO
"LIMP VEJA PERF L P- 1L, FLORAL, .",MULTIUSO
DESENG VEJA LIMAO SQZ FC 500ML,DESENGORDURANTE
"LIMP VEJA M USO 750ML, ORIG, .",MULTIUSO
"LIMP CIF CREM L PROF 250ML, LIM, .",MULTIUSO
"LIMP CIF CREM L PROF 250ML, BRANCO, .",MULTIUSO
"LIMP CIF CREM L PROF 450ML, LIM, .",MULTIUSO
"LIMP CIF CREM L PROF 450ML, BC, .",MULTIUSO
"ANTIS ORAL B 500ML, HORTELA, .",ENXAGUANTE BUCAL
"ANTIS ORAL B 500ML, MENTA, .",ENXAGUANTE BUCAL
"AMAC DOWNY CONC 500ML, BRISA VERAO, .",AMACIANTE
"AMAC DOWNY CONC 500ML, LIRIOS CAMPO, .",AMACIANTE
"AMAC DOWNY CONC 500ML, FRESC PRIMAV, .",AMACIANTE
"AP BARB PRESTO3 2UN, BODY SENSE, .",APARELHO DE BARBEAR E DEPILATORIO
"DESOD AER NIVEA 150ML, DRY IMPACT, .",DESODORANTE
"DESOD AER NIVEA 150ML, DRY CONFORT, .",DESODORANTE
"CR DENT COLG T 12, CL MINT 90G, .",CREME DENTAL
ESC DENT COLGATE DR RABBIT 1UN,ESCOVA DE DENTES
"CER INF MUCILON SCH 230G, ARROZ/AV, .",CEREAL MATINAL
"CER INF MUCILON SCH 230G, MULT CER, .",CEREAL MATINAL
"CER INF MUCILON LT 400G, MULT CER, .",CEREAL MATINAL
"TEMP MAGGI TEMP E SAB 50G, LEG, .",TEMPERO PRONTO
TEMP MAGGI TEMP E SAB 50G,TEMPERO PRONTO
"CER INF MUCILON LT 400G, ARROZ/AV, .",CEREAL MATINAL
"PUDIM DR OETKER CX 50G, BAUN, .",PREPARO PARA PUDIM
"DESOD AER BOZZANO 150ML, S/PERF, .",DESODORANTE
"DESOD AER BOZZANO 150ML, ENERGY, .",DESODORANTE
"DESOD AER BOZZANO 150ML, FRESH, .",DESODORANTE
"DESOD AER BOZZANO 150ML, SPORT, .",DESODORANTE
"MARG PERDIGAO CLAYBOM 500G, C/SAL, .",MARGARINA
"SH PANTENE 400ML, REST, .",SHAMPOO
"REFRESC TANG 25G, GUARANA, .",PREPARO PARA SUCO
"BISC OREO 36G, BAUN, .",BISCOITO
"BISC OREO 144G, BAUN, .",BISCOITO
"BISC OREO 90G, BAUN, .",BISCOITO
"BISC CHOCOOKY 120G, CHOC, .",BISCOITO
"CHICLE TRIDENT MELANCIA 25,2G",GOMA DE MASCAR
"CHICLE TRIDENT MENTA 25,2G",GOMA DE MASCAR
FORMULA INF NANLAC COMFOR 3 LT 800G,FORMULA LACTEA
"SOPAO MAGGI 200G, CNE PANELA, .",PREPARO PARA SOPA
"CER NESTLE NESTON SCH, 210G, .",CEREAL MATINAL
"FAR LACT NESTLE SCH 210G, ORIG, .",MODIFICADORES DE LEITE
KIT COLGATE ESC DENT CLASSIC L3P2UN,ESCOVA DE DENTES
"SAB PALMOL NAT 150G, TURMALINA, .",SABONETE
"SAB PALMOL NAT 150G, OL OLIVA, .",SABONETE
"SAB PALMOL NAT 150G, CACAU/KARITE, .",SABONETE
"SAB PALMOL NAT 150G, OL ARGAN, .",SABONETE
"SAB PALMOL NAT 150G, OL AMENDOA, .",SABONETE
"SAB PALMOL SVE 150G, LTE PET ROSA, .",SABONETE
"PURIF BOM AR ECONOM 360ML, FRESCOR, .",AROMATIZADOR
"PURIF BOM AR C SP REF 12ML, CHEIR TAL, .",AROMATIZADOR
PURIF BOM AR CL SPRAY LAV REF 3x12ML,AROMATIZADOR
CHOCOTONE BAUDUCCO MAXI 500G,PANIFICACAO NATAL
"BISC BAUDUCCO CHAMP 150G, CRIST, .",BISCOITO
"WAFER VISCONTI 120G, CHOC, .",BISCOITO
"WAFER VISCONTI 120G, MGO, .",BISCOITO
"WAFER VISCONTI 120G, LIM, .",BISCOITO
"WAFER BAUDUCCO, CHOC 140G, .",BISCOITO
CHOC TALENTO DIET AVELA BR 25G,CHOCOLATE
PANET BAUDUCCO MINI 80G,PANIFICACAO NATAL
"PANET BAUDUCCO 500G, TRAD, .",PANIFICACAO NATAL
"COLOMBA BAUDUCCO 500G, GOTAS, .",PANIFICACAO PASCOA
"COLOMBA BAUDUCCO 500G, FRUTAS, .",PANIFICACAO PASCOA
COLOMBA BAUDUCCO MINI FRUTAS CX 100G,PANIFICACAO PASCOA
COLOMBA BAUDUCCO MINI GOTAS DE CHOC 100G,PANIFICACAO PASCOA
"BOLINHO BAUDUCCO 40G, BAUN/CHOC, .",PADARIA E CONFEITARIA INDUSTRIALIZADO
CHOCOTONE BAUDUCCO LATA 750G,PANIFICACAO NATAL
PANET BAUDUCCO PANDORO 500G,PANIFICACAO NATAL
"BISC BAUDUCCO AM, CHOC 335G, .",BISCOITO
"BISC BAUDUCCO AM, LTE 335G, .",BISCOITO
"GELAT ROYAL 24G, S/SABOR, .",GELATINA
ADOC LIQ ADOCYL STEVIA 80ML,ADOCANTE
ADOC LIQ ZERO CAL SUCRALOSE 100ML,ADOCANTE
AGUA COCO KERO COCO TP 200ML,AGUA DE COCO
"CHICLE TRIDENT 5S PCT 32G, MELANCIA, .",GOMA DE MASCAR
"CHICLE TRIDENT FRESH 8G, ENTENSE, .",GOMA DE MASCAR
"NECTAR MAGUARY 1L, LJA, .",SUCO PRONTO
"NECTAR MAGUARY 1L, UVA, .",SUCO PRONTO
"NECTAR MAGUARY 1L, CAJU, .",SUCO PRONTO
"NECTAR MAGUARY 1L, MARAC, .",SUCO PRONTO
"NECTAR MAGUARY 1L, PESS, .",SUCO PRONTO
SUCO MAGUARY CAJU PET 500ML,SUCO PRONTO
SUCO MAGUARY MARACUJA PET 500ML,SUCO PRONTO
"CONCENT MAGUARY PET 500ML, UVA, .",SUCO PRONTO
AGUA MIN NESTLE PUREZ VIT C/GAS 510ML,AGUA
"AGUA MIN SAO LOURENCO C/GAS FC 1,26L",AGUA
AGUA MIN SAO LOURENCO C/GAS PET 300ML,AGUA
AGUA MIN SAO LOURENCO NATURAL PET 300ML,AGUA
FILE DE PEITO DE FRANGO CONG KG,CARNE DE AVE
PEITO C/OSSO CONGELADO KG,CARNE BOVINA
"MORTADELA SEARA 400G, LIGHT, .",MORTADELA
LINGUICA SEARA CALABRESA 400 G,LINGUICA
"SALSICHA SEARA 500G, LONGUETTE, .",SALSICHA
"LASANHA SEARA 600G, FRANGO, .",LASANHA CONGELADA
"LASANHA SEARA 600G, CALABR, .",LASANHA CONGELADA
"LASANHA SEARA 600G, PRES/QJO C/TOM, .",LASANHA CONGELADA
"LASANHA SEARA 600G, FGO MOLHO PARIS, .",LASANHA CONGELADA
STEAK SEARA QJO 100G,EMPANADO CONGELADO
"LASANHA SEARA 600G, BOLONHESA, .",SUSPIRO
"LASANHA SEARA 600G, 4 QJS, .",LASANHA CONGELADA
FRANGO SEARA PASSARINHO IQF 1 KG,CARNE DE AVE
COXINHA SEARA DA ASA IQF PCT 1 KG,CARNE DE AVE
"PIZZA SEARA, FGO/CATUP 460G, .",PIZZA CONGELADA
"PIZZA SEARA, CALABR 460G, .",PIZZA CONGELADA
"PIZZA SEARA, MUSSARELA 440G, .",PIZZA CONGELADA
"PIZZA SEARA, 4 QJS 460G, .",PIZZA CONGELADA
"PATE SEARA 100G, PEITO PERU, .",PATE
"TEKITOS SEARA 300G, TRAD, .",EMPANADO CONGELADO
HAMB SEARA TEXAS GRANEL 56 G,HAMBURGUER CONGELADO
SALAME SEARA TP ITALIANO FAT 100G,SALAME
"MARG DORIANA 500G, C/SAL, .",MARGARINA
"MARG DORIANA 500G, S/SAL, .",MARGARINA
"LTE PARMALAT LV TP 1L, INTEG, .",LEITE
"LTE PARMALAT LV TP 1L, SEMI DESN, .",LEITE
"LTE PARMALAT LV TP 1L, DESN, .",LEITE
"CAFE BOM JESUS 500G, TRAD VAC, .",CAFE
"MOLHO POMAROLA CAS SCH 300G, CLASSIC, .",MOLHO DE TOMATE
OLEO LIZA SOJA PET 900ML,OLEO VEGETAL
"OLEO LIZA PET 900ML, GIRASSOL, .",OLEO VEGETAL
"OLEO LIZA PET 900ML, MILHO, .",OLEO VEGETAL
OLEO LIZA CANOLA PET 900ML,OLEO VEGETAL
"MOLHO LIZA SALADA 234ML, CASEIRO, .",MOLHO PARA SALADA
"MOLHO LIZA SALADA 234ML, ROSE, .",MOLHO PARA SALADA
OLEO MAZOLA MILHO PET 900ML,OLEO VEGETAL
MAIONESE LIZA TRADICIONAL PT 500G,MAIONESE
OLEO MAZOLA GIRASSOL FC 900ML,OLEO VEGETAL
ACUCAR MAGRO LIGHT PCT 500G,ACUCAR
ADOC LIQ MAGRO SACARINA FC 100ML,ADOCANTE
ADOC LIQ MAGRO SACARINA FC 200ML,ADOCANTE
ADOC MAGRO COM SUCRALOSE 80ML,ADOCANTE
"WAFER LOWCUCAR Z 115G, CHOC, .",BISCOITO
"GELAT LOWCUCAR STEV CX 10G, MGO, .",GELATINA
"PUDIM LOWCUCAR Z 25G, LTE COND, .",PREPARO PARA PUDIM
"GELAT LOWCUCAR Z CX 10G, FRAMB, .",GELATINA
"GELAT LOWCUCAR Z CX 10G, AMORA, .",GELATINA
"GELAT LOWCUCAR Z CX 10G, MGO, .",GELATINA
"GELAT LOWCUCAR Z CX 10G, ABACAXI, .",GELATINA
"GELAT LOWCUCAR Z CX 10G, UVA, .",GELATINA
LINGUICA SEARA CHURRASCO PCT KG,LINGUICA
LINGUICA SADIA CALABRESA GRANEL KG,LINGUICA
G MUPIROCINA 20MG POM 15G PRATI DONAD,OUTRO FARMA
LIMP PERF CASA E PERF SPECIALE 500ML,MULTIUSO
BATATA STAX CHEDDAR RUFFLES 156G,APERITIVO
LAVA ROUPA LIQ INF OLA BEBE 500ML,LAVA ROUPAS
SORV KIBONBON BRIGADEIRO KIBON 77ML,SORVETE
CREME DE CHOC  MIX IOIO 63G,IOGURTE
GELATINA DIET LIMAO OETKER 12G,GELATINA
DIOVAN AMLO FIX 160 5MG C/28 CP SANDOZ,OUTRO FARMA
LING PERNIL FINA COOP 600G,LINGUICA
BIFAO KELDOG PICANHA 91G,ALIMENTO PET
RISEDROSS 35MG C/04 COMPRIMIDOS SIGMA,OUTRO FARMA
APAR BARB PRESTO 3 GILLETTE MASC C2,APARELHO DE BARBEAR E DEPILATORIO
OLEO CORPO AMEND TENTAD PAIXAO 200ML,OLEO CORPORAL
BALAO LISO 7 SORTIDO KIREY C8,BALAO DE FESTA
CHIC MENTOS MINT PURE FRESH 56G,GOMA DE MASCAR
REDOXON 2G LIMA LIMAO C/10 CP EFER BAYER,OUTRO FARMA
BISC RECH MOUS CHOC M AMARGO ADRIA 150G,BISCOITO
SAB ALMA FLORES ESSENCIA JASMIN 130G,SABONETE
SAB SENADOR PLATINUM 130G,SABONETE
SAB SENADOR SPORT 130G,SABONETE
BISC SALG INT GERG NESTLE 170G,BISCOITO
ACHOC LIQ TODDYNHO 200ML,BEBIDA LACTEA
CAFE PILAO TM DESCAF 250G,CAFE
QJO PALITO MUSSARELA COND PASTORA,QUEIJO
CAFE VAC DESCAF MELITTA 250G,CAFE
MAC OVOS AVE MARIA ADRIA 500G,MACARRAO
MAC OVOS NINHO ADRIA 500G,MACARRAO
MAC INST CARNE NISSIN LAMEN 85G,MACARRAO
QJO MINAS FRES FAZENDA BELA VISTA,QUEIJO
SALG TOM GLICO 80G,APERITIVO
CAFE VAC ESP MELITTA 500G,CAFE
CAFE ALM PILAO 500G,CAFE
MARG CREM QUALY S SAL 500G,MARGARINA
G CLONAZEPAM 2.5MG GOTAS 20ML PSICO MED,OUTRO FARMA
G MON ISOSSORB 20MG C/30 COMP BIO,OUTRO FARMA
CERV BADEN BADEN CRISTAL 600ML,CERVEJA
G DESONIDA 0.5MG CR DERM 30G MEDLEY,OUTRO FARMA
G NORFLOXACINO 400MG C/14 COMP MEDLEY,OUTRO FARMA
SAB PHEBO ODOR DE ROSAS 90G,SABONETE
MAXI DUCHA 220V 5500W BISTER,DUCHA
AMIDO MILHO MAIZENA 200G,AMIDO DE MILHO
MACRODANTINA 100MG C/28 COMPR MANTECORP,OUTRO FARMA
SHA DARLING CERAMIDAS 350ML,SHAMPOO
OLEO MOV PEROBA LAVANDA 200ML,LUSTRA MOVEIS
NEUT BODY CARE REVITALIZING 200ML,CREME CORPORAL
MIST PAO QJO YOKI 250G,PREPARO DE ALIMENTO
PO MARIA MOLE COCO OETKER 50G,PREPARO PARA MARIA MOLE
SNACKS DOGUITOS RODIZIO CARNE 65G,ALIMENTO PET
PAO MEL PAN 200G,OUTRO DOCE
MIST CAPPUC CHOC MELITTA 200G,CAFE
CAFE SOL ORIG NESCAFE SC 50G,CAFE
PANETONE CHOCO DELICIAS COOP SQ 500G,PANIFICACAO NATAL
MAC SEMOLA ESPAGUETE 8 GALO 500G,MACARRAO
MAC G DURO FUSILI PETYBON 500G,MACARRAO
MAC G DURO TAGLIARINI RENATA 500G,MACARRAO
MAC G DURO FUSILLI RENATA 500G,MACARRAO
MAC OVOS NINHO RENATA 500G,MACARRAO
MAC OVOS NINHO D BENTA 500G,MACARRAO
SUCO MACA YAKULT 200ML,SUCO PRONTO
SUCO DAFRUTA MARACUJA 500ML,SUCO PRONTO
